NAME,ENTRE,IMMIG,ImmiEnter,TOTAL,GEOID,INTPTLAT,INTPTLON,IMMIGRate,EntreRate,ImmigOwnEntreRate,year,metro,state
"Omaha-Council Bluffs, NE-IA",274,616,19,5321,36540,41.2904587,-95.9999701,11.57677128,5.149408006,6.934306569,2015,Omaha-Council Bluffs,NE-IA
"Pine Bluff, AR",77,35,1,1651,38220,34.0812083,-91.9457289,2.119927317,4.663840097,1.298701299,2015,Pine Bluff,AR
"New Orleans-Metairie, LA",322,458,36,4897,35380,29.805532,-89.7013821,9.352664897,6.57545436,11.18012422,2015,New Orleans-Metairie,LA
"Peoria, IL",73,38,0,814,37900,40.7882548,-89.514745,4.668304668,8.968058968,0,2015,Peoria,IL
"Oshkosh-Neenah, WI",14,46,4,444,36780,44.0857068,-88.6681488,10.36036036,3.153153153,28.57142857,2015,Oshkosh-Neenah,WI
"Pensacola-Ferry Pass-Brent, FL",49,21,0,859,37860,30.6554013,-87.1618275,2.444703143,5.704307334,0,2015,Pensacola-Ferry Pass-Brent,FL
"Nashville-Davidson--Murfreesboro--Franklin, TN",279,388,22,4833,34980,36.0885065,-86.7266015,8.028139872,5.772811918,7.885304659,2015,Nashville-Davidson--Murfreesboro--Franklin,TN
"Niles-Benton Harbor, MI",20,38,0,354,35660,41.7926389,-86.7418216,10.73446328,5.649717514,0,2015,Niles-Benton Harbor,MI
"Muskegon, MI",6,11,0,442,34740,43.2892579,-86.751892,2.488687783,1.357466063,0,2015,Muskegon,MI
"Panama City, FL",25,25,4,596,37460,30.1010953,-85.4749707,4.194630872,4.194630872,16,2015,Panama City,FL
"North Port-Sarasota-Bradenton, FL",72,81,14,1030,35840,27.3642465,-82.3193366,7.86407767,6.990291262,19.44444444,2015,North Port-Sarasota-Bradenton,FL
"Ocala, FL",56,38,0,549,36100,29.2028047,-82.0431004,6.921675774,10.2003643,0,2015,Ocala,FL
"Naples-Immokalee-Marco Island, FL",65,141,15,512,34940,26.118786,-81.4009553,27.5390625,12.6953125,23.07692308,2015,Naples-Immokalee-Marco Island,FL
"Orlando-Kissimmee-Sanford, FL",255,843,77,4452,36740,28.434348,-81.3558763,18.93530997,5.727762803,30.19607843,2015,Orlando-Kissimmee-Sanford,FL
"Palm Bay-Melbourne-Titusville, FL",49,139,7,1116,37340,28.2983043,-80.7003309,12.45519713,4.390681004,14.28571429,2015,Palm Bay-Melbourne-Titusville,FL
"Port St. Lucie, FL",54,95,2,767,38940,27.2326989,-80.4267701,12.38591917,7.04041721,3.703703704,2015,Port St. Lucie,FL
"Pittsburgh, PA",290,234,23,4849,38300,40.4343378,-79.8280615,4.825737265,5.98061456,7.931034483,2015,Pittsburgh,PA
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",58,37,11,805,34820,33.9690951,-78.6127235,4.596273292,7.204968944,18.96551724,2015,Myrtle Beach-Conway-North Myrtle Beach,SC-NC
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",829,2412,121,17483,37980,39.8951304,-75.3120032,13.79625922,4.741749128,14.59589867,2015,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD
"Ocean City, NJ",8,0,0,17,36140,39.0861425,-74.8477158,0,47.05882353,0,2015,Ocean City,NJ
"New York-Newark-Jersey City, NY-NJ-PA",2606,13992,988,39719,35620,40.8987884,-73.9031302,35.227473,6.561091669,37.91250959,2015,New York-Newark-Jersey City,NY-NJ-PA
"New Haven-Milford, CT",103,225,28,1608,35300,41.3497173,-72.9002037,13.99253731,6.405472637,27.18446602,2015,New Haven-Milford,CT
"Norwich-New London, CT",20,18,0,516,35980,41.4726514,-72.1086329,3.488372093,3.875968992,0,2015,Norwich-New London,CT
"Providence-Warwick, RI-MA",667,1811,103,11184,39300,41.7016138,-71.2892856,16.19277539,5.963876967,15.44227886,2015,Providence-Warwick,RI-MA
"Portland-South Portland, ME",221,130,11,2594,38860,43.6514172,-70.4183755,5.01156515,8.519660756,4.977375566,2015,Portland-South Portland,ME
"Minneapolis-St. Paul-Bloomington, MN-WI",601,1167,48,9069,33460,45.0612031,-93.3515965,12.86801191,6.626971,7.986688852,2015,Minneapolis-St. Paul-Bloomington,MN-WI
"Milwaukee-Waukesha-West Allis, WI",261,316,19,3846,33340,43.0176524,-87.4815485,8.216328653,6.786271451,7.279693487,2015,Milwaukee-Waukesha-West Allis,WI
"Eugene, OR",113,55,4,1111,21660,43.9283286,-122.8976901,4.95049505,10.1710171,3.539823009,2015,Eugene,OR
"Medford, OR",71,64,4,813,32780,42.4116284,-122.6756846,7.872078721,8.733087331,5.633802817,2015,Medford,OR
"Modesto, CA",85,350,17,1275,33700,37.5623842,-121.0026557,27.45098039,6.666666667,20,2015,Modesto,CA
"Hanford-Corcoran, CA",18,173,3,715,25260,36.072478,-119.8155301,24.1958042,2.517482517,16.66666667,2015,Hanford-Corcoran,CA
"Fresno, CA",131,674,50,2006,23420,36.7610058,-119.6550193,33.59920239,6.530408774,38.16793893,2015,Fresno,CA
"Los Angeles-Long Beach-Anaheim, CA",2294,12088,1057,29013,31080,34.1090244,-118.1825492,41.66408162,7.9068004,46.07672188,2015,Los Angeles-Long Beach-Anaheim,CA
"Farmington, NM",26,12,0,848,22140,36.5116245,-108.3245778,1.41509434,3.066037736,0,2015,Farmington,NM
"Albuquerque, NM",359,812,45,6745,10740,35.1166033,-106.4565347,12.03854707,5.322461082,12.53481894,2015,Albuquerque,NM
"El Paso, TX",73,391,28,1556,21340,31.527394,-105.5213326,25.1285347,4.69151671,38.35616438,2015,El Paso,TX
"Fort Collins, CO",60,30,4,766,22660,40.6580933,-105.4867638,3.916449086,7.832898172,6.666666667,2015,Fort Collins,CO
"Denver-Aurora-Lakewood, CO",574,1080,55,6913,19740,39.4347492,-104.901209,15.62273977,8.303196875,9.581881533,2015,Denver-Aurora-Lakewood,CO
"Greeley, CO",57,102,4,673,24540,40.5536965,-104.3942215,15.15601783,8.469539376,7.01754386,2015,Greeley,CO
"Amarillo, TX",10,71,1,527,11100,35.2480011,-101.9086668,13.47248577,1.897533207,10,2015,Amarillo,TX
"Lubbock, TX",26,57,1,502,31180,33.4703271,-101.6488249,11.35458167,5.179282869,3.846153846,2015,Lubbock,TX
"Abilene, TX",31,28,7,475,10180,32.4520222,-99.7187428,5.894736842,6.526315789,22.58064516,2015,Abilene,TX
"McAllen-Edinburg-Mission, TX",116,572,89,1474,32580,26.3963839,-98.18099,38.80597015,7.869742198,76.72413793,2015,McAllen-Edinburg-Mission,TX
"Fargo, ND-MN",143,267,7,3200,22020,46.9148591,-96.9601826,8.34375,4.46875,4.895104895,2015,Fargo,ND-MN
"Houston-The Woodlands-Sugar Land, TX",792,3655,312,11611,26420,29.7495926,-95.3536422,31.47877013,6.821117905,39.39393939,2015,Houston-The Woodlands-Sugar Land,TX
"Longview, TX",28,71,1,792,30980,32.364601,-94.819897,8.964646465,3.535353535,3.571428571,2015,Longview,TX
"Fort Smith, AR-OK",42,77,5,961,22900,35.1955345,-94.562533,8.012486993,4.370447451,11.9047619,2015,Fort Smith,AR-OK
"Fayetteville-Springdale-Rogers, AR-MO",148,450,14,2665,22220,36.1976326,-94.1198967,16.88555347,5.553470919,9.459459459,2015,Fayetteville-Springdale-Rogers,AR-MO
"Des Moines-West Des Moines, IA",175,238,10,2355,19780,41.5448597,-93.9434866,10.10615711,7.430997877,5.714285714,2015,Des Moines-West Des Moines,IA
"Little Rock-North Little Rock-Conway, AR",168,188,15,3717,30780,34.7557726,-92.4005889,5.057842346,4.519774011,8.928571429,2015,Little Rock-North Little Rock-Conway,AR
"Monroe, LA",35,15,0,867,33740,32.6904772,-92.2627929,1.730103806,4.036908881,0,2015,Monroe,LA
"Memphis, TN-MS-AR",196,281,17,3967,32820,35.0085568,-89.8218159,7.083438367,4.940761281,8.673469388,2015,Memphis,TN-MS-AR
"Madison, WI",73,126,7,1637,31540,43.0842875,-89.5971781,7.69700672,4.459376909,9.589041096,2015,Madison,WI
"Gulfport-Biloxi-Pascagoula, MS",4,4,0,155,25060,30.4302445,-88.9797355,2.580645161,2.580645161,0,2015,Gulfport-Biloxi-Pascagoula,MS
"Appleton, WI",24,36,3,650,11540,44.2906032,-88.3723255,5.538461538,3.692307692,12.5,2015,Appleton,WI
"Mobile, AL",60,86,3,1334,33660,30.6845725,-88.1965682,6.446776612,4.497751124,5,2015,Mobile,AL
"Green Bay, WI",34,53,0,734,24580,44.4739612,-87.9959258,7.220708447,4.632152589,0,2015,Green Bay,WI
"Florence-Muscle Shoals, AL",42,13,2,665,22520,34.7992544,-87.7193881,1.954887218,6.315789474,4.761904762,2015,Florence-Muscle Shoals,AL
"Evansville, IN-KY",33,10,4,623,21780,38.0200703,-87.5861659,1.605136437,5.296950241,12.12121212,2015,Evansville,IN-KY
"Michigan City-La Porte, IN",9,0,0,135,33140,41.5490129,-86.7447386,0,6.666666667,0,2015,Michigan City-La Porte,IN
"Montgomery, AL",53,38,5,1203,33860,32.3656313,-86.4045848,3.158769742,4.405652535,9.433962264,2015,Montgomery,AL
"Elkhart-Goshen, IN",72,77,4,622,21140,41.6006928,-85.8639864,12.37942122,11.5755627,5.555555556,2015,Elkhart-Goshen,IN
"Grand Rapids-Wyoming, MI",136,159,17,2236,24340,42.9786324,-85.8112082,7.110912343,6.082289803,12.5,2015,Grand Rapids-Wyoming,MI
"Louisville/Jefferson County, KY-IN",133,183,16,3407,31140,38.3352396,-85.6689414,5.371294394,3.90372762,12.03007519,2015,Louisville/Jefferson County,KY-IN
"Fort Wayne, IN",71,123,16,969,23060,41.0069993,-85.2164239,12.69349845,7.327141383,22.53521127,2015,Fort Wayne,IN
"Lexington-Fayette, KY",74,99,0,1357,30460,38.102844,-84.4385721,7.29550479,5.453205601,0,2015,Lexington-Fayette,KY
"Ann Arbor, MI",25,91,7,664,11460,42.2523272,-83.8446336,13.70481928,3.765060241,28,2015,Ann Arbor,MI
"Gainesville, GA",45,97,5,532,23580,34.3175876,-83.8184973,18.23308271,8.458646617,11.11111111,2015,Gainesville,GA
"Macon, GA",8,12,0,322,31420,32.8561967,-83.7143131,3.726708075,2.48447205,0,2015,Macon,GA
"Flint, MI",46,15,1,800,22420,43.0210768,-83.7063718,1.875,5.75,2.173913043,2015,Flint,MI
"Monroe, MI",12,25,0,456,33780,41.916097,-83.4871059,5.48245614,2.631578947,0,2015,Monroe,MI
"Detroit-Warren-Dearborn, MI",433,989,74,8846,19820,42.7218478,-83.2008463,11.18019444,4.894867737,17.09006928,2015,Detroit-Warren-Dearborn,MI
"Asheville, NC",67,51,6,863,11700,35.5956693,-82.6816145,5.909617613,7.763615295,8.955223881,2015,Asheville,NC
"Gainesville, FL",40,70,4,641,23540,29.6779808,-82.4799713,10.92043682,6.24024961,10,2015,Gainesville,FL
"Greenville-Anderson-Mauldin, SC",137,175,4,2611,24860,34.6837085,-82.4134227,6.702412869,5.247031789,2.919708029,2015,Greenville-Anderson-Mauldin,SC
"Hickory-Lenoir-Morganton, NC",37,58,1,763,25860,35.8146669,-81.4570667,7.601572739,4.849279161,2.702702703,2015,Hickory-Lenoir-Morganton,NC
"Akron, OH",67,94,3,1403,10420,41.1466395,-81.3501104,6.699928724,4.775481112,4.47761194,2015,Akron,OH
"Deltona-Daytona Beach-Ormond Beach, FL",66,74,3,1256,19660,29.1789002,-81.1890231,5.891719745,5.25477707,4.545454545,2015,Deltona-Daytona Beach-Ormond Beach,FL
"Hilton Head Island-Bluffton-Beaufort, SC",62,33,10,485,25940,32.3867916,-80.8308775,6.804123711,12.78350515,16.12903226,2015,Hilton Head Island-Bluffton-Beaufort,SC
"Miami-Fort Lauderdale-West Palm Beach, FL",1176,5720,642,11954,33100,26.1018281,-80.4787552,47.85009202,9.837711226,54.59183673,2015,Miami-Fort Lauderdale-West Palm Beach,FL
"Erie, PA",20,10,0,550,21500,42.1179519,-80.0963858,1.818181818,3.636363636,0,2015,Erie,PA
"Florence, SC",20,20,0,439,22500,34.1537745,-79.8060793,4.555808656,4.555808656,0,2015,Florence,SC
"Morgantown, WV",40,58,0,1099,34060,39.5251551,-79.8019121,5.277525023,3.639672429,0,2015,Morgantown,WV
"Greensboro-High Point, NC",89,192,7,1558,24660,36.0252039,-79.7926333,12.32349166,5.712451861,7.865168539,2015,Greensboro-High Point,NC
"Durham-Chapel Hill, NC",71,217,14,1234,20500,35.995536,-79.0969897,17.58508914,5.753646677,19.71830986,2015,Durham-Chapel Hill,NC
"Fayetteville, NC",12,33,0,682,22180,35.0379563,-78.9822092,4.838709677,1.759530792,0,2015,Fayetteville,NC
"Harrisonburg, VA",9,14,0,112,25500,38.5075848,-78.8853213,12.5,8.035714286,0,2015,Harrisonburg,VA
"Goldsboro, NC",38,99,1,633,24140,35.3541896,-78.0086695,15.63981043,6.003159558,2.631578947,2015,Goldsboro,NC
"Hagerstown-Martinsburg, MD-WV",26,18,1,1095,25180,39.5421519,-77.8997669,1.643835616,2.374429224,3.846153846,2015,Hagerstown-Martinsburg,MD-WV
"Greenville, NC",29,38,2,477,24780,35.592965,-77.373138,7.966457023,6.07966457,6.896551724,2015,Greenville,NC
"Harrisburg-Carlisle, PA",78,93,5,1319,25420,40.3359242,-77.0504748,7.050796058,5.913570887,6.41025641,2015,Harrisburg-Carlisle,PA
"Dover, DE",121,123,12,2031,20100,39.0970884,-75.5029819,6.056129985,5.957656327,9.917355372,2015,Dover,DE
"Allentown-Bethlehem-Easton, PA-NJ",79,165,6,1654,10900,40.7893392,-75.398158,9.975816203,4.776299879,7.594936709,2015,Allentown-Bethlehem-Easton,PA-NJ
"East Stroudsburg, PA",24,47,1,417,20700,41.0562401,-75.3290651,11.27098321,5.755395683,4.166666667,2015,East Stroudsburg,PA
"Albany-Schenectady-Troy, NY",74,131,4,1883,10580,42.7879202,-73.9423479,6.956983537,3.929899097,5.405405405,2015,Albany-Schenectady-Troy,NY
"Glens Falls, NY",37,8,0,575,24020,43.4404503,-73.6367573,1.391304348,6.434782609,0,2015,Glens Falls,NY
"Hartford-West Hartford-East Hartford, CT",211,597,19,3838,25540,41.718601,-72.5739417,15.55497655,5.497655029,9.004739336,2015,Hartford-West Hartford-East Hartford,CT
"Manchester-Nashua, NH",207,355,20,2995,31700,42.9116429,-71.7231012,11.85308848,6.911519199,9.661835749,2015,Manchester-Nashua,NH
"Augusta-Richmond County, GA-SC",51,29,0,1038,12260,33.4603713,-81.9828327,2.793834297,4.913294798,0,2015,Augusta-Richmond County,GA-SC
"Cape Coral-Fort Myers, FL",79,242,12,1144,15980,26.5516337,-81.8925086,21.15384615,6.905594406,15.18987342,2015,Cape Coral-Fort Myers,FL
"Canton-Massillon, OH",51,23,6,966,15940,40.7110722,-81.2614743,2.380952381,5.279503106,11.76470588,2015,Canton-Massillon,OH
"Columbia, SC",147,241,11,2455,17900,34.084175,-81.0405973,9.816700611,5.987780041,7.482993197,2015,Columbia,SC
"Chambersburg-Waynesboro, PA",8,21,0,411,16540,39.9266851,-77.7244974,5.109489051,1.946472019,0,2015,Chambersburg-Waynesboro,PA
"Binghamton, NY",56,32,3,981,13780,42.1639276,-76.0229431,3.261977574,5.708460754,5.357142857,2015,Binghamton,NY
"Kahului-Wailuku-Lahaina, HI",117,224,19,1099,27980,20.8559308,-156.6015502,20.38216561,10.64604186,16.23931624,2015,Kahului-Wailuku-Lahaina,HI
"Chico, CA",57,50,2,611,17020,39.6659588,-121.6019188,8.183306056,9.328968903,3.50877193,2015,Chico,CA
"Bend-Redmond, OR",140,32,0,953,13460,43.9151181,-121.2255751,3.357817419,14.69045121,0,2015,Bend-Redmond,OR
"Kennewick-Richland, WA",32,199,3,935,28420,46.363914,-119.2540809,21.28342246,3.422459893,9.375,2015,Kennewick-Richland,WA
"Bakersfield, CA",78,504,24,1544,12540,35.3466288,-118.7295064,32.64248705,5.051813472,30.76923077,2015,Bakersfield,CA
"Coeur d'Alene, ID",141,16,4,1277,17660,47.6771129,-116.6949184,1.25293657,11.04150352,2.836879433,2015,Coeur d'Alene,ID
"Boise City, ID",375,483,41,5404,14260,43.0066485,-116.1419089,8.937823834,6.939304219,10.93333333,2015,Boise City,ID
"Las Vegas-Henderson-Paradise, NV",456,2410,135,8457,29820,36.2142575,-115.013812,28.49710299,5.391982973,29.60526316,2015,Las Vegas-Henderson-Paradise,NV
"Idaho Falls, ID",47,24,2,686,26820,43.6205362,-112.4208422,3.498542274,6.851311953,4.255319149,2015,Idaho Falls,ID
"Billings, MT",194,41,4,2401,13740,45.7754535,-108.7278711,1.707621824,8.079966681,2.06185567,2015,Billings,MT
"Las Cruces, NM",45,347,9,1402,29740,32.3509119,-106.8321821,24.75035663,3.209700428,20,2015,Las Cruces,NM
"Boulder, CO",108,135,15,884,14500,40.0949699,-105.3976911,15.27149321,12.21719457,13.88888889,2015,Boulder,CO
"Colorado Springs, CO",89,114,0,1644,17820,38.8454651,-104.6385633,6.934306569,5.413625304,0,2015,Colorado Springs,CO
"Laredo, TX",38,163,15,450,29700,27.7607987,-99.3407518,36.22222222,8.444444444,39.47368421,2015,Laredo,TX
"Killeen-Temple, TX",13,62,4,652,28660,31.2027301,-97.7896384,9.509202454,1.993865031,30.76923077,2015,Killeen-Temple,TX
"Austin-Round Rock, TX",313,731,60,3941,12420,30.2395128,-97.6912697,18.54859173,7.942146663,19.16932907,2015,Austin-Round Rock,TX
"Brownsville-Harlingen, TX",33,193,15,587,15180,26.1029227,-97.4789584,32.879046,5.621805792,45.45454545,2015,Brownsville-Harlingen,TX
"Corpus Christi, TX",44,86,12,779,18580,27.8989315,-97.4012355,11.03979461,5.648267009,27.27272727,2015,Corpus Christi,TX
"Dallas-Fort Worth-Arlington, TX",917,3636,276,14345,19100,32.8225581,-97.0251332,25.34681074,6.392471244,30.09814613,2015,Dallas-Fort Worth-Arlington,TX
"College Station-Bryan, TX",34,92,6,479,17780,30.7543917,-96.4885368,19.20668058,7.098121086,17.64705882,2015,College Station-Bryan,TX
"Lawrence, KS",20,10,0,221,29940,38.8964154,-95.2909464,4.524886878,9.049773756,0,2015,Lawrence,KS
"Kansas City, MO-KS",417,549,43,6224,28140,38.9318494,-94.4438241,8.820694087,6.699871465,10.3117506,2015,Kansas City,MO-KS
"Beaumont-Port Arthur, TX",21,110,3,780,13140,30.3478326,-94.1203707,14.1025641,2.692307692,14.28571429,2015,Beaumont-Port Arthur,TX
"Lake Charles, LA",39,29,0,949,29340,29.9787547,-93.2532434,3.055848261,4.109589041,0,2015,Lake Charles,LA
"Lafayette, LA",184,57,5,2384,29180,29.9577733,-92.0493498,2.390939597,7.718120805,2.717391304,2015,Lafayette,LA
"Iowa City, IA",42,72,4,726,26980,41.5178058,-91.6479303,9.917355372,5.785123967,9.523809524,2015,Iowa City,IA
"Cedar Rapids, IA",29,50,0,858,16300,42.0856026,-91.6304799,5.827505828,3.37995338,0,2015,Cedar Rapids,IA
"Baton Rouge, LA",220,261,19,3615,12940,30.5708895,-91.134533,7.219917012,6.085753804,8.636363636,2015,Baton Rouge,LA
"Davenport-Moline-Rock Island, IA-IL",84,59,0,1010,19340,41.3916799,-90.460076,5.841584158,8.316831683,0,2015,Davenport-Moline-Rock Island,IA-IL
"Jackson, MS",152,94,9,3035,27140,32.3160014,-90.2208402,3.097199341,5.008237232,5.921052632,2015,Jackson,MS
"Carbondale-Marion, IL",23,16,0,293,16060,37.7573308,-89.193181,5.460750853,7.849829352,0,2015,Carbondale-Marion,IL
"Janesville-Beloit, WI",25,48,0,459,27500,42.6698802,-89.0752844,10.45751634,5.446623094,0,2015,Janesville-Beloit,WI
"Bloomington, IL",7,75,0,439,14010,40.4055934,-88.8613074,17.08428246,1.59453303,0,2015,Bloomington,IL
"Champaign-Urbana, IL",14,75,2,506,16580,40.2344885,-88.2986226,14.82213439,2.766798419,14.28571429,2015,Champaign-Urbana,IL
"Kankakee, IL",11,7,0,126,28100,41.1395105,-87.8611165,5.555555556,8.73015873,0,2015,Kankakee,IL
"Chicago-Naperville-Elgin, IL-IN-WI",1192,4699,367,20572,16980,41.8235214,-87.8282967,22.84172662,5.794283492,30.7885906,2015,Chicago-Naperville-Elgin,IL-IN-WI
"Daphne-Fairhope-Foley, AL",70,39,0,873,19300,30.6592183,-87.7460666,4.467353952,8.018327606,0,2015,Daphne-Fairhope-Foley,AL
"Clarksville, TN-KY",35,75,10,842,17300,36.7492073,-87.5582833,8.90736342,4.156769596,28.57142857,2015,Clarksville,TN-KY
"Lafayette-West Lafayette, IN",17,90,1,495,29200,40.5147241,-86.9304622,18.18181818,3.434343434,5.882352941,2015,Lafayette-West Lafayette,IN
"Birmingham-Hoover, AL",142,185,13,3687,13820,33.4623718,-86.8143378,5.017629509,3.851369677,9.154929577,2015,Birmingham-Hoover,AL
"Huntsville, AL",53,85,2,1597,26620,34.7832617,-86.7348706,5.322479649,3.318722605,3.773584906,2015,Huntsville,AL
"Bloomington, IN",15,16,1,374,14020,39.2417362,-86.6717544,4.278074866,4.010695187,6.666666667,2015,Bloomington,IN
"Bowling Green, KY",12,38,2,414,14540,37.0468214,-86.3970677,9.178743961,2.898550725,16.66666667,2015,Bowling Green,KY
"Indianapolis-Carmel-Anderson, IN",230,440,27,4130,26900,39.7449323,-86.2045408,10.65375303,5.569007264,11.73913043,2015,Indianapolis-Carmel-Anderson,IN
"Kalamazoo-Portage, MI",28,72,0,612,28020,42.2688708,-86.0373725,11.76470588,4.575163399,0,2015,Kalamazoo-Portage,MI
"Chattanooga, TN-GA",72,80,2,1220,16860,35.0493612,-85.3611582,6.557377049,5.901639344,2.777777778,2015,Chattanooga,TN-GA
"Auburn-Opelika, AL",51,103,0,1042,12220,32.6040644,-85.3530477,9.884836852,4.894433781,0,2015,Auburn-Opelika,AL
"Battle Creek, MI",8,6,0,531,12980,42.2429896,-85.0123853,1.129943503,1.506591337,0,2015,Battle Creek,MI
"Columbus, GA-AL",25,23,0,523,17980,32.4368358,-84.9008787,4.397705545,4.780114723,0,2015,Columbus,GA-AL
"Cleveland, TN",29,32,8,497,17420,35.1381292,-84.65507,6.438631791,5.83501006,27.5862069,2015,Cleveland,TN
"Lansing-East Lansing, MI",49,52,4,997,29620,42.7136586,-84.6053717,5.215646941,4.914744233,8.163265306,2015,Lansing-East Lansing,MI
"Cincinnati, OH-KY-IN",236,329,11,4188,17140,39.0694579,-84.4271533,7.855778415,5.635148042,4.661016949,2015,Cincinnati,OH-KY-IN
"Jackson, MI",35,8,0,570,27100,42.2484738,-84.4208679,1.403508772,6.140350877,0,2015,Jackson,MI
"Atlanta-Sandy Springs-Roswell, GA",713,2216,174,11367,12060,33.693728,-84.3999113,19.49502947,6.272543327,24.40392707,2015,Atlanta-Sandy Springs-Roswell,GA
"Dayton, OH",68,109,0,1498,19380,39.8288538,-84.1418129,7.276368491,4.539385848,0,2015,Dayton,OH
"Knoxville, TN",97,132,6,2115,28940,36.0444622,-84.1361137,6.241134752,4.586288416,6.18556701,2015,Knoxville,TN
"Athens-Clarke County, GA",16,40,1,432,12020,33.943984,-83.2138965,9.259259259,3.703703704,6.25,2015,Athens-Clarke County,GA
"Columbus, OH",227,422,34,3833,18140,39.9685617,-82.8359105,11.00965301,5.922254109,14.97797357,2015,Columbus,OH
"Kingsport-Bristol-Bristol, TN-VA",36,27,0,738,28700,36.6041611,-82.4401446,3.658536585,4.87804878,0,2015,Kingsport-Bristol-Bristol,TN-VA
"Huntington-Ashland, WV-KY-OH",80,39,1,2096,26580,38.3736912,-82.3851927,1.860687023,3.816793893,1.25,2015,Huntington-Ashland,WV-KY-OH
"Johnson City, TN",42,33,7,678,27740,36.2506085,-82.3310257,4.867256637,6.194690265,16.66666667,2015,Johnson City,TN
"Jacksonville, FL",116,270,6,2907,27260,30.2371049,-81.7552353,9.287925697,3.990368077,5.172413793,2015,Jacksonville,FL
"Lakeland-Winter Haven, FL",48,147,15,921,29460,27.9531147,-81.6927831,15.96091205,5.211726384,31.25,2015,Lakeland-Winter Haven,FL
"Cleveland-Elyria, OH",210,202,1,4159,17460,41.760392,-81.7242168,4.856936764,5.049290695,0.476190476,2015,Cleveland-Elyria,OH
"Charleston, WV",114,36,4,2320,16620,38.2832126,-81.4925567,1.551724138,4.913793103,3.50877193,2015,Charleston,WV
"Charlotte-Concord-Gastonia, NC-SC",304,705,41,5410,16740,35.187295,-80.8674907,13.03142329,5.61922366,13.48684211,2015,Charlotte-Concord-Gastonia,NC-SC
